company_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
91440300312065452K,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092298,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.3816801,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407607,0.72652394,0.0,0.0,0.88636947,0.0,0.0,0.85195154,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087002,0.0,0.14745076,0.38556105,0.0,0.9481772,0.94202834
91440300MA5G0Y8T1X,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092298,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.3816801,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407606,0.72652394,0.0,0.0,0.8863694,0.0,0.0,0.85195154,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087,0.0,0.14745076,0.38556108,0.0,0.9481772,0.94202834
91440300MAEDAJ7C3N,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092296,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.3816801,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407606,0.72652394,0.0,0.0,0.8863694,0.0,0.0,0.8519515,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087,0.0,0.14745076,0.38556108,0.0,0.9481772,0.94202834
914403000939188802,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092298,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.38168013,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407607,0.72652394,0.0,0.0,0.88636947,0.0,0.0,0.85195154,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087,0.0,0.14745076,0.38556108,0.0,0.9481773,0.94202834
91440101MA9UM2J74X,0.0,0.0,0.0,0.614092,0.0,0.0,0.1979439,0.31258,0.99809074,0.0,0.8909391,0.0,0.82925195,0.3764002,0.0,0.0,0.0,0.0,0.33059606,0.54375356,0.8873021,0.0,0.39127356,0.0,0.0,0.0,0.16106114,0.70775455,0.0,0.0,0.8593657,0.0,0.0,0.8087361,0.0,0.0,0.0,0.36331362,0.902114,0.2545573,0.8184858,0.0,0.8148087,0.5757316,0.79284674,0.0,0.0,0.81826377,0.8707108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313341,0.16070096,0.0,0.16676192,0.39054543,0.0,0.9231216,0.90967995
91440300MA5FP0HB4H,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092298,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.3816801,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407606,0.72652394,0.0,0.0,0.8863694,0.0,0.0,0.85195154,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087,0.0,0.14745076,0.38556108,0.0,0.9481772,0.94202834
91440101MA5D3K068M,0.0,0.0,0.0,0.614092,0.0,0.0,0.1979439,0.31258,0.99809074,0.0,0.8909391,0.0,0.82925195,0.3764002,0.0,0.0,0.0,0.0,0.33059606,0.54375356,0.8873021,0.0,0.39127356,0.0,0.0,0.0,0.16106114,0.70775455,0.0,0.0,0.8593657,0.0,0.0,0.8087361,0.0,0.0,0.0,0.36331362,0.902114,0.2545573,0.8184858,0.0,0.8148087,0.5757316,0.79284674,0.0,0.0,0.81826377,0.8707108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313341,0.16070096,0.0,0.16676192,0.39054543,0.0,0.9231216,0.90967995
91440300MA5HNMFG3D,0.0,0.0,0.0,0.6054802,0.0,0.0,0.17092298,0.27670568,1.0172403,0.0,0.9336602,0.0,0.8578574,0.3816801,0.0,0.0,0.0,0.0,0.31027627,0.54381603,0.92018014,0.0,0.38772514,0.0,0.0,0.0,0.12407606,0.72652394,0.0,0.0,0.8863694,0.0,0.0,0.85195154,0.0,0.0,0.0,0.33732778,0.9268389,0.23845524,0.8446685,0.0,0.8345874,0.56709456,0.8369026,0.0,0.0,0.83651614,0.89096457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76635814,0.14087,0.0,0.14745076,0.38556108,0.0,0.9481772,0.94202834
91440111MADXNM8K0K,0.0,0.0,0.0,0.614092,0.0,0.0,0.1979439,0.31258,0.99809074,0.0,0.8909391,0.0,0.82925195,0.3764002,0.0,0.0,0.0,0.0,0.33059606,0.54375356,0.8873021,0.0,0.39127356,0.0,0.0,0.0,0.16106114,0.70775455,0.0,0.0,0.8593657,0.0,0.0,0.8087361,0.0,0.0,0.0,0.36331362,0.902114,0.2545573,0.8184858,0.0,0.8148087,0.5757316,0.79284674,0.0,0.0,0.81826377,0.8707108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313341,0.16070096,0.0,0.16676192,0.39054543,0.0,0.9231216,0.90967995
91440605MAE15LPX70,0.0,0.0,0.0,0.61507124,0.0,0.0,0.17704439,0.29265755,1.0143508,0.0,0.92192763,0.0,0.84915406,0.3799912,0.0,0.0,0.0,0.0,0.31593612,0.54568696,0.9064747,0.0,0.39471376,0.0,0.0,0.0,0.1379424,0.7219888,0.0,0.0,0.88580877,0.0,0.0,0.839192,0.0,0.0,0.0,0.3438937,0.9215052,0.2409286,0.8445252,0.0,0.8288566,0.5768163,0.82402235,0.0,0.0,0.83366394,0.8898123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7531203,0.14801991,0.0,0.15163687,0.38571668,0.0,0.9502107,0.9351485
